"Nombre" "Plataforma" "Fecha" "Genero" "VentasEEUU" "VentasEU" "VentasJP" "VentasOtros" "Ventas"
"3718" "Gauntlet Legends" "N64" "1999" "Action" 0.43 0.1 0 0.01 0.54
"3719" "FIFA 99" "N64" "1998" "Sports" 0.11 0.39 0 0.03 0.54
"3720" "Kidou Senshi Gundam: Extreme VS" "PS3" "2011" "Fighting" 0 0 0.54 0 0.54
"3721" "Dragon Ball Z: Ultimate Tenkaichi" "X360" "2011" "Fighting" 0.39 0.1 0.01 0.04 0.54
"3722" "Tales of Symphonia" "PS3" "2013" "Role-Playing" 0.21 0.13 0.13 0.06 0.54
"3723" "Bust A Groove" "PS" "1998" "Misc" 0.09 0.06 0.35 0.04 0.54
"3724" "Fire Emblem: Path of Radiance" "GC" "2005" "Action" 0.29 0.08 0.16 0.01 0.54
"3725" "Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon" "PS2" "2002" "Role-Playing" 0 0 0.54 0 0.54
"3726" "Let's Draw!" "DS" "2008" "Misc" 0.24 0.23 0 0.06 0.54
"3727" "Pachi-Slot Aruze Oukoku 2" "PS" "1999" "Misc" 0 0 0.5 0.04 0.54
"3728" "NHL 14" "X360" "2013" "Sports" 0.4 0.1 0 0.04 0.54
"3729" "Valkyria Chronicles II" "PSP" "2010" "Role-Playing" 0.12 0.16 0.18 0.09 0.54
"3730" "Middle-Earth: Shadow of Mordor" "X360" "2014" "Action" 0.28 0.21 0 0.05 0.54
"3731" "Madden NFL 13" "Wii" "2012" "Sports" 0.51 0 0 0.03 0.54
"3732" "Rune Factory 2: A Fantasy Harvest Moon" "DS" "2008" "Role-Playing" 0.33 0.03 0.15 0.03 0.54
"3733" "Terminator Salvation" "PS3" "2009" "Shooter" 0.13 0.29 0.01 0.11 0.54
"3734" "Cars 2" "PS3" "2011" "Racing" 0.22 0.23 0 0.09 0.54
"3735" "Bratz: Rock Angelz" "GBA" "2004" "Misc" 0.39 0.14 0 0.01 0.54
"3736" "How to Train Your Dragon" "DS" "2010" "Action" 0.32 0.17 0 0.05 0.54
"3737" "SSX Tricky" "GC" "2001" "Sports" 0.42 0.11 0 0.01 0.54
"3738" "WWE SmackDown vs. Raw 2010" "DS" "2009" "Fighting" 0.35 0.14 0 0.05 0.54
"3739" "Greg Hastings' Tournament Paintball" "XB" "2004" "Shooter" 0.46 0.06 0 0.02 0.54
"3740" "Hello Kitty: Big City Dreams" "DS" "2008" "Puzzle" 0.42 0.08 0 0.04 0.54
"3741" "Star Fox Command" "DS" "2006" "Shooter" 0.39 0.01 0.1 0.04 0.54
"3742" "World Soccer Winning Eleven 7 International (JP version)" "PS2" "2004" "Sports" 0 0 0.54 0 0.54
"3743" "ESPN NBA Basketball" "PS2" "2003" "Sports" 0.26 0.21 0 0.07 0.54
"3744" "Inazuma Eleven GO" "3DS" "2011" "Role-Playing" 0 0.05 0.48 0 0.54
"3745" "Over the Hedge" "PS2" "2006" "Platform" 0.45 0.02 0 0.07 0.54
"3746" "Mat Hoffman's Pro BMX" "PS" "2001" "Sports" 0.3 0.2 0 0.04 0.54
"3747" "Lego Star Wars: The Force Awakens" "PS4" "2016" "Action" 0.14 0.32 0 0.08 0.54
"3748" "Epic Mickey 2: The Power of Two" "X360" "2012" "Action" 0.32 0.17 0 0.04 0.54
"3750" "Magician's Quest: Mysterious Times" "DS" "2008" "Role-Playing" 0.04 0.01 0.48 0 0.54
"3751" "The Hobbit" "PS2" "2003" "Platform" 0.26 0.2 0 0.07 0.54
"3752" "War of the Monsters" "PS2" "2003" "Fighting" 0.26 0.2 0 0.07 0.54
"3753" "Tales of Symphonia: Dawn of the New World" "Wii" "2008" "Role-Playing" 0.22 0.05 0.24 0.03 0.54
"3754" "NBA Street Vol. 2" "GC" "N/A" "Sports" 0.41 0.11 0 0.01 0.54
"3755" "The Incredible Hulk: Ultimate Destruction" "PS2" "2005" "Action" 0.26 0.2 0 0.07 0.54
"3756" "Star Wars Battlefront (2015)" "PC" "2015" "Shooter" 0.13 0.37 0 0.04 0.54
"3757" "Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare" "SAT" "1998" "Adventure" 0 0 0.53 0 0.53
"3758" "Jewel Master Egypt" "DS" "2009" "Puzzle" 0.21 0.27 0 0.05 0.53
"3759" "Time Crisis II" "PS2" "2001" "Shooter" 0.26 0.2 0 0.07 0.53
"3760" "Clock Tower" "PS" "1996" "Adventure" 0.07 0.05 0.38 0.03 0.53
"3761" "NCAA March Madness 06" "PS2" "2005" "Sports" 0.45 0.02 0 0.07 0.53
"3762" "SpongeBob SquarePants featuring Nicktoons: Globs of Doom" "Wii" "2008" "Action" 0.49 0 0 0.04 0.53
"3763" "Jampack Volume 11" "PS2" "2004" "Misc" 0.26 0.2 0 0.07 0.53
"3764" "Dragon's Crown" "PS3" "2013" "Role-Playing" 0.25 0.07 0.17 0.05 0.53
"3765" "Tactics Ogre: Let Us Cling Together" "PSP" "2010" "Role-Playing" 0.15 0.07 0.27 0.05 0.53
"3766" "Legacy of Kain: Defiance" "PS2" "2003" "Action" 0.26 0.2 0 0.07 0.53
"3767" "SpongeBob SquarePants: Game Boy Advance Video Volume 2" "GBA" "2004" "Misc" 0.38 0.14 0 0.01 0.53
"3768" "NCAA March Madness 2005" "PS2" "2004" "Sports" 0.44 0.02 0 0.07 0.53
"3769" "007 Racing" "PS" "2000" "Racing" 0.3 0.2 0 0.03 0.53
"3770" "Conflict: Vietnam" "PS2" "2004" "Shooter" 0.26 0.2 0 0.07 0.53
"3771" "2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe" "XB" "2004" "Misc" 0.4 0.11 0 0.02 0.53
"3772" "Mystery Dungeon: Shiren the Wanderer" "DS" "2006" "Role-Playing" 0.18 0 0.33 0.02 0.53
"3773" "SimAnimals" "DS" "2009" "Simulation" 0.26 0.21 0 0.06 0.53
"3774" "MLB SlugFest 20-04" "PS2" "2003" "Sports" 0.26 0.2 0 0.07 0.53
"3775" "Gex 3: Deep Cover Gecko" "PS" "1999" "Platform" 0.3 0.2 0 0.03 0.53
"3776" "NASCAR 09" "PS2" "2008" "Racing" 0.26 0.2 0 0.07 0.53
"3777" "Blitz: The League" "XB" "2004" "Sports" 0.4 0.11 0 0.02 0.53
"3778" "Jampack Vol. 2" "PS" "1996" "Misc" 0.3 0.2 0 0.03 0.53
"3779" "LEGO Jurassic World" "WiiU" "2015" "Action" 0.28 0.19 0.02 0.04 0.53
"3780" "Sesame Street: Once Upon A Monster" "X360" "2011" "Misc" 0.39 0.1 0 0.04 0.53
"3781" "Virtual Soccer" "SNES" "1993" "Sports" 0 0 0.53 0 0.53
"3782" "Romance of the Three Kingdoms IV: Wall of Fire" "SNES" "1994" "Strategy" 0 0 0.53 0 0.53
"3783" "Winning Post" "SNES" "1993" "Sports" 0 0 0.53 0 0.53
"3784" "Peter Jackson's King Kong: The Official Game of the Movie" "XB" "2005" "Action" 0.34 0.17 0 0.02 0.53
"3785" "SingStar Dance" "PS3" "2010" "Misc" 0.09 0.32 0 0.12 0.53
"3786" "Kirby and the Rainbow Curse" "WiiU" "2015" "Platform" 0.23 0.14 0.12 0.04 0.53
"3787" "Burnout Revenge" "XB" "2005" "Racing" 0.32 0.19 0 0.01 0.53
"3788" "FIFA 12" "PSP" "2011" "Sports" 0.12 0.26 0.02 0.14 0.53
"3789" "Medal of Honor: European Assault" "XB" "2005" "Shooter" 0.32 0.19 0 0.02 0.53
"3790" "Batman: Arkham City" "PC" "2011" "Action" 0.16 0.28 0 0.09 0.53
"3791" "Ty the Tasmanian Tiger 2: Bush Rescue" "PS2" "2004" "Platform" 0.26 0.2 0 0.07 0.53
"3792" "The Lord of the Rings: The Fellowship of the Ring" "XB" "2002" "Action" 0.31 0.19 0 0.03 0.53
"3793" "NBA 06" "PS2" "2005" "Sports" 0.26 0.2 0 0.07 0.53
"3794" "Sonic & All-Stars Racing Transformed" "WiiU" "2012" "Racing" 0.2 0.27 0.02 0.05 0.53
"3795" "Spider-Man" "N64" "2000" "Action" 0.43 0.09 0 0.01 0.53
"3796" "We Cheer" "Wii" "2008" "Simulation" 0.48 0 0 0.04 0.53
"3797" "Tom Clancy's Ghost Recon Advanced Warfighter 2" "PSP" "2007" "Shooter" 0.35 0.1 0 0.08 0.53
"3798" "X-Men Legends" "GC" "2004" "Role-Playing" 0.41 0.11 0 0.01 0.53
"3799" "Alice in Wonderland" "Wii" "2010" "Adventure" 0.27 0.21 0 0.05 0.53
"3800" "Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team" "DS" "2010" "Simulation" 0.5 0 0 0.03 0.53
"3801" "Front Mission 2" "PS" "1997" "Strategy" 0 0 0.49 0.03 0.53
"3802" "Bulletstorm" "PS3" "2011" "Shooter" 0.23 0.2 0.01 0.08 0.53
"3803" "F.E.A.R. 2: Project Origin" "X360" "2009" "Shooter" 0.32 0.15 0 0.05 0.53
"3804" "Tiger Woods PGA Tour 11" "X360" "2010" "Sports" 0.28 0.2 0 0.05 0.53
"3805" "Stuntman: Ignition" "PS3" "2007" "Racing" 0.17 0.26 0 0.1 0.53
"3806" "Are You Smarter Than A 5th Grader?" "DS" "2007" "Misc" 0.48 0 0 0.04 0.53
"3807" "F1 2009" "PSP" "2009" "Racing" 0.08 0.29 0 0.16 0.53
"3808" "Oni" "PS2" "2001" "Action" 0.26 0.2 0 0.07 0.53
"3809" "The Lord of the Rings: The Two Towers" "GC" "2002" "Action" 0.41 0.11 0 0.01 0.53
"3810" "Juiced" "PS2" "2005" "Racing" 0.26 0.2 0 0.07 0.53
"3811" "The Warriors" "PS2" "2005" "Action" 0.44 0.02 0 0.07 0.53
"3812" "Batman: Arkham Origins Blackgate" "PSV" "2013" "Action" 0.2 0.2 0 0.13 0.53
"3813" "J-League Soccer: Prime Goal 2" "SNES" "1994" "Sports" 0 0 0.53 0 0.53
"3814" "Go Diego Go! Safari Rescue" "Wii" "2008" "Action" 0.48 0.01 0 0.04 0.53
"3815" "The Walking Dead: Survival Instinct" "PS3" "2013" "Shooter" 0.28 0.17 0 0.08 0.53
"3816" "Picross 3D" "DS" "2009" "Puzzle" 0.3 0.03 0.16 0.03 0.53
"3817" "Just Dance 2015" "XOne" "2014" "Misc" 0.35 0.13 0 0.05 0.53
"3818" "Silent Hill: Origins" "PSP" "2007" "Action" 0.22 0.16 0.04 0.1 0.53
"3819" "NASCAR 2000" "N64" "1999" "Racing" 0.49 0.03 0 0 0.53
"3820" "Wayne Gretzky's 3D Hockey" "N64" "1996" "Sports" 0.49 0.03 0 0 0.53
"3821" "Pachi-Slot Aruze Oukoku 4" "PS" "2000" "Misc" 0 0 0.49 0.03 0.53
"3822" "Return to Castle Wolfenstein: Operation Resurrection" "PS2" "2003" "Shooter" 0.26 0.2 0 0.07 0.53
"3823" "Mario Tennis: Power Tour" "GBA" "2005" "Sports" 0.24 0.09 0.19 0.01 0.52
"3825" "Guinness World Records: The Videogame" "DS" "2008" "Action" 0.47 0.01 0 0.04 0.52
"3826" "The Grinch" "PS" "1999" "Adventure" 0.29 0.2 0 0.03 0.52
"3827" "GT Pro Series" "Wii" "2006" "Racing" 0.46 0.01 0.02 0.04 0.52
"3828" "Tales of Destiny" "PS2" "2006" "Role-Playing" 0 0 0.52 0 0.52
"3829" "Spectrobes: Beyond the Portals" "DS" "2008" "Role-Playing" 0.37 0.11 0 0.04 0.52
"3830" "Classic Word Games" "DS" "2009" "Misc" 0.09 0.37 0 0.07 0.52
"3831" "Naruto Shippuden: Clash of Ninja Revolution 3" "Wii" "2009" "Fighting" 0.45 0.04 0 0.04 0.52
"3832" "Fight Night Round 3" "PSP" "2006" "Fighting" 0.46 0.02 0 0.05 0.52
"3833" "The Golden Compass" "PS2" "2007" "Action" 0.13 0 0 0.39 0.52
"3834" "Final Fantasy Chronicles" "PS" "2001" "Role-Playing" 0.29 0.2 0 0.03 0.52
"3835" "NBA Live 08" "X360" "2007" "Sports" 0.47 0 0 0.04 0.52
"3836" "Syphon Filter 3" "PS" "2001" "Shooter" 0.29 0.2 0 0.03 0.52
"3837" "Star Wars Battlefront: Elite Squadron" "DS" "2009" "Shooter" 0.44 0.04 0 0.04 0.52
"3838" "Metal Gear Solid 2: Substance" "PS2" "2002" "Action" 0.18 0.14 0.16 0.05 0.52
"3839" "We Love Katamari" "PS2" "2005" "Puzzle" 0.26 0.2 0 0.07 0.52
"3840" "NCAA Football 2003" "XB" "2002" "Sports" 0.39 0.11 0 0.02 0.52
"3841" "Way of the Samurai 3" "PS3" "2008" "Action" 0.18 0.08 0.22 0.04 0.52
"3842" "NBA Live 09" "PS3" "2008" "Sports" 0.46 0 0.02 0.04 0.52
"3843" "DC Universe Online" "PS3" "2011" "Role-Playing" 0.35 0.12 0 0.06 0.52
"3844" "Ready 2 Rumble Boxing: Round 2" "PS" "2000" "Fighting" 0.29 0.2 0 0.03 0.52
"3846" "Mission: Impossible" "PS" "1999" "Action" 0.29 0.2 0 0.03 0.52
"3847" "Final Fantasy Explorers" "3DS" "2014" "Role-Playing" 0.15 0.07 0.28 0.02 0.52
"3848" "Rival Schools: United By Fate" "PS" "1998" "Fighting" 0.12 0.08 0.28 0.03 0.52
"3849" "Bully: Scholarship Edition" "Wii" "2008" "Action" 0.17 0.29 0 0.06 0.52
"3850" "IL-2 Sturmovik: Birds of Prey" "X360" "2009" "Simulation" 0.23 0.24 0 0.05 0.52
"3851" "PlayStation All-Stars Battle Royale" "PSV" "2012" "Action" 0.26 0.15 0.01 0.1 0.52
"3852" "Ratatouille" "PS3" "2007" "Action" 0.09 0.32 0 0.11 0.52
"3853" "Cars Toon: Mater's Tall Tales" "Wii" "2010" "Misc" 0.46 0.02 0 0.03 0.52
"3854" "Kung Fu Panda" "PS3" "2008" "Action" 0.21 0.21 0 0.09 0.52
"3855" "Swing Away Golf" "PS2" "2000" "Sports" 0.17 0.13 0.18 0.04 0.52
"3856" "J-League Pro Soccer Club o Tsukurou! 3" "PS2" "2003" "Sports" 0 0 0.52 0 0.52
"3857" "Tomb Raider: Legend" "PS2" "2006" "Action" 0.25 0.19 0.02 0.06 0.52
"3858" "Ratatouille" "Wii" "2007" "Action" 0.44 0.04 0 0.04 0.52
"3859" "Freedom Fighters" "PS2" "2003" "Shooter" 0.25 0.2 0 0.07 0.52
"3860" "Gun" "XB" "2005" "Shooter" 0.38 0.12 0 0.02 0.52
"3861" "That's So Raven 2: Supernatural Style" "GBA" "2005" "Adventure" 0.37 0.14 0 0.01 0.52
"3862" "Lair" "PS3" "2007" "Action" 0.36 0.04 0.08 0.04 0.52
"3863" "Madden NFL 07" "PS3" "2006" "Sports" 0.47 0 0.01 0.04 0.52
"3864" "The Punisher" "PS2" "2005" "Action" 0.25 0.2 0 0.07 0.52
"3865" "Front Mission 3" "PS" "1999" "Strategy" 0.1 0.07 0.31 0.03 0.52
"3866" "Kenkou Ouen Recipe 1000: DS Kondate Zenshuu" "DS" "2006" "Misc" 0 0 0.52 0 0.52
"3867" "SSX On Tour" "PS2" "2005" "Sports" 0.25 0.2 0 0.07 0.52
"3868" "Tony Hawk's Pro Skater 3" "GBA" "2002" "Sports" 0.37 0.14 0 0.01 0.52
"3869" "Harry Potter and the Prisoner of Azkaban" "GBA" "2004" "Action" 0.37 0.14 0 0.01 0.52
"3870" "Petz: Hamsterz Life 2" "DS" "2007" "Misc" 0.48 0 0 0.04 0.52
"3871" "Omega Boost" "PS" "1999" "Shooter" 0.17 0.11 0.2 0.03 0.52
"3872" "The Sims 2: Open for Business" "PC" "2006" "Simulation" 0.46 0.05 0 0 0.52
"3873" "Iron Man" "DS" "2008" "Action" 0.35 0.12 0 0.05 0.52
"3874" "NFL 2K3" "XB" "2002" "Sports" 0.38 0.11 0 0.02 0.52
"3875" "NBA Live 2002" "PS" "2001" "Sports" 0.29 0.19 0 0.03 0.52
"3876" "Jampack Winter 2002" "PS2" "2002" "Misc" 0.25 0.2 0 0.07 0.52
"3877" "My Word Coach" "Wii" "2007" "Misc" 0.46 0.02 0 0.04 0.51
"3878" "Way of the Samurai" "PS2" "2002" "Action" 0.13 0.1 0.25 0.03 0.51
"3879" "Dragon Age: Origins" "PC" "2009" "Role-Playing" 0 0.46 0 0.06 0.51
"3880" "Naruto Shippuden: Ultimate Ninja Storm 3" "X360" "2013" "Fighting" 0.29 0.17 0.01 0.04 0.51
"3882" "Pac-Man Fever" "PS2" "2001" "Misc" 0.25 0.2 0 0.07 0.51
"3883" "The LEGO Movie Videogame" "XOne" "2014" "Action" 0.34 0.13 0 0.04 0.51
"3884" "The 3rd Birthday" "PSP" "2010" "Role-Playing" 0.13 0.07 0.27 0.05 0.51
"3885" "Prince of Persia Trilogy" "PS3" "2010" "Action" 0.17 0.25 0 0.09 0.51
"3886" "International Track & Field" "PS" "1996" "Sports" 0.08 0.05 0.35 0.03 0.51
"3887" "100 All-Time Favorites" "DS" "2009" "Puzzle" 0.35 0.12 0 0.04 0.51
"3888" "HSX HyperSonic.Xtreme" "PS2" "2002" "Racing" 0.25 0.2 0 0.07 0.51
"3889" "StarCraft II: Legacy of the Void" "PC" "2015" "Strategy" 0.18 0.29 0 0.04 0.51
"3890" "Tiger Woods PGA Tour 13" "X360" "2012" "Sports" 0.29 0.18 0 0.04 0.51
"3891" "SoulCalibur: Broken Destiny" "PSP" "2009" "Fighting" 0.12 0.2 0.07 0.12 0.51
"3892" "The Saboteur" "X360" "2009" "Action" 0.26 0.21 0 0.05 0.51
"3893" "Lords of the Fallen" "PS4" "2014" "Role-Playing" 0.17 0.23 0.02 0.09 0.51
"3894" "Pro Evolution Soccer 2010" "Wii" "2009" "Sports" 0.12 0.27 0.06 0.05 0.51
"3895" "Goldeneye 007: Reloaded" "X360" "2011" "Shooter" 0.25 0.21 0 0.05 0.51
"3896" "Jam With the Band" "DS" "2008" "Misc" 0 0 0.51 0 0.51
"3897" "Madden NFL 2004" "GC" "2003" "Sports" 0.4 0.1 0 0.01 0.51
"3898" "Jikkyou Powerful Pro Yakyuu 10" "PS2" "2003" "Sports" 0 0 0.51 0 0.51
"3899" "Summoner" "PS2" "2000" "Role-Playing" 0.25 0.2 0 0.07 0.51
"3900" "Virtual Pool" "PS" "1997" "Sports" 0.28 0.19 0 0.03 0.51
"3901" "NBA Live 07" "PSP" "2006" "Sports" 0.47 0 0 0.04 0.51
"3902" "Sega Bass Fishing" "Wii" "2008" "Sports" 0.46 0.01 0 0.04 0.51
"3903" "Fire Emblem: Radiant Dawn" "Wii" "2007" "Strategy" 0.28 0.03 0.17 0.03 0.51
"3904" "Dynasty Warriors" "PSP" "2004" "Action" 0.18 0.01 0.3 0.02 0.51
"3905" "SpongeBob SquarePants: Lights, Camera, Pants!" "GBA" "2005" "Misc" 0.37 0.14 0 0.01 0.51
"3906" "Dragon Ball: Raging Blast" "X360" "2009" "Fighting" 0.36 0.09 0.02 0.04 0.51
"3907" "Rugrats: Scavenger Hunt" "N64" "1999" "Misc" 0.41 0.09 0 0.01 0.51
"3909" "International Superstar Soccer 2000 (All region sales)" "N64" "1999" "Sports" 0.01 0.26 0.22 0.02 0.51
"3910" "Major League Baseball 2K10" "X360" "2010" "Sports" 0.47 0 0 0.04 0.51
"3911" "Monsters vs. Aliens" "DS" "2009" "Action" 0.33 0.13 0 0.05 0.51
"3912" "Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)" "PS3" "2010" "Shooter" 0.24 0.19 0 0.08 0.51
"3913" "SpongeBob SquarePants: Creature from the Krusty Krab" "Wii" "2006" "Platform" 0.45 0.02 0 0.04 0.51
"3914" "Lost: Via Domus" "PS3" "2008" "Action" 0.19 0.23 0 0.09 0.51
"3915" "NBA Live 2004" "XB" "2003" "Sports" 0.44 0.04 0 0.02 0.51
"3916" "Dai-4-Ji Super Robot Taisen S" "PS" "1996" "Strategy" 0 0 0.48 0.03 0.51
"3917" "Disney's Kim Possible: Revenge of Monkey Fist" "GBA" "2002" "Platform" 0.37 0.14 0 0.01 0.51
"3918" "WWE SmackDown vs. RAW 2007" "X360" "2006" "Fighting" 0.44 0.03 0 0.04 0.51
"3919" "Ace Combat Zero: The Belkan War" "PS2" "2006" "Simulation" 0.15 0.12 0.2 0.04 0.51
"3920" "R.U.S.E." "PS3" "2010" "Strategy" 0.18 0.22 0.02 0.09 0.51
"3921" "Disgaea 3: Absence of Justice" "PS3" "2008" "Role-Playing" 0.32 0.04 0.11 0.04 0.51
"3922" "Test Drive Unlimited" "PSP" "2007" "Racing" 0.08 0.28 0 0.15 0.51
"3923" "LEGO Dimensions" "WiiU" "2015" "Action" 0.3 0.16 0 0.05 0.51
"3924" "Picross DS" "DS" "2007" "Puzzle" 0.17 0.02 0.3 0.02 0.51
"3925" "Final Fantasy II Anniversary Edition" "PSP" "2007" "Role-Playing" 0.36 0.03 0.07 0.04 0.51
"3926" "NHL 07" "PS2" "2006" "Sports" 0.42 0.02 0 0.07 0.51
"3927" "Harry Potter and the Half-Blood Prince" "PSP" "2009" "Action" 0.18 0.21 0 0.12 0.51
"3928" "Quantum Break" "XOne" "2016" "Action" 0.27 0.19 0.01 0.04 0.51
"3929" "NBA 2K11" "Wii" "2010" "Action" 0.47 0.01 0 0.03 0.51
"3930" "World Championship Poker" "XB" "2004" "Misc" 0.37 0.11 0 0.02 0.51
"3931" "The BIGS" "PS2" "2007" "Sports" 0.25 0.19 0 0.06 0.51
"3933" "Burnout Revenge" "X360" "2006" "Racing" 0.42 0.05 0 0.04 0.51
"3934" "Rory McIlroy PGA Tour" "PS4" "2015" "Action" 0.18 0.24 0 0.08 0.51
"3935" "Euro Truck Simulator" "PC" "2008" "Simulation" 0 0.42 0 0.09 0.51
"3936" "Dragon Ball Z: Supersonic Warriors" "GBA" "2004" "Fighting" 0.36 0.13 0 0.01 0.51
"3937" "Dishonored" "PC" "2012" "Action" 0.26 0.19 0 0.06 0.51
"3938" "Paws & Claws: Dogs & Cats Best Friends" "DS" "2007" "Simulation" 0.46 0.01 0 0.04 0.51
"3939" "NBA Ballers" "XB" "2004" "Sports" 0.37 0.11 0 0.02 0.51
"3940" "Silent Hill 4: The Room" "PS2" "2004" "Action" 0.25 0.19 0 0.06 0.51
"3942" "Capcom Classics Collection" "PS2" "2005" "Misc" 0.22 0.17 0.05 0.06 0.51
"3943" "Guitar Hero Live" "XOne" "2015" "Misc" 0.29 0.17 0 0.05 0.51
"3944" "Wolfenstein: The New Order" "PS3" "2014" "Shooter" 0.14 0.25 0.02 0.09 0.51
"3945" "Monopoly Party" "PS2" "2002" "Misc" 0.25 0.19 0 0.06 0.51
"3946" "Hidden Mysteries: Titanic - Secrets of the Fateful Voyage" "DS" "2009" "Adventure" 0.12 0.33 0 0.06 0.51
"3947" "NHL FaceOff 98" "PS" "1997" "Sports" 0.28 0.19 0 0.03 0.51
"3948" "The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies" "GBA" "2004" "Action" 0.36 0.13 0 0.01 0.5
"3949" "F1 2012" "X360" "2012" "Racing" 0.1 0.35 0 0.06 0.5
"3950" "NHL 09" "X360" "2008" "Sports" 0.45 0.01 0 0.04 0.5
"3951" "Sonic Riders" "PS2" "2006" "Racing" 0.42 0.02 0 0.07 0.5
"3952" "Looney Tunes: Back in Action" "PS2" "2003" "Platform" 0.25 0.19 0 0.06 0.5
"3953" "Wet" "X360" "N/A" "Shooter" 0.23 0.21 0.01 0.05 0.5
"3955" "Alice: Madness Returns" "X360" "2011" "Adventure" 0.27 0.15 0.04 0.04 0.5
"3956" "Pro Evolution Soccer 2012" "X360" "2011" "Action" 0.1 0.34 0 0.07 0.5
"3957" "Tiger Woods PGA Tour 07" "PS3" "2006" "Sports" 0.31 0.12 0 0.07 0.5
"3958" "Midnight Club II" "XB" "2003" "Racing" 0.42 0.06 0 0.02 0.5
"3959" "Atelier Rorona: Alchemist of Arland" "PS3" "2009" "Role-Playing" 0.22 0.12 0.11 0.05 0.5
"3960" "Monster Hunter Freedom 2" "PS3" "2011" "Role-Playing" 0 0 0.5 0 0.5
"3961" "Dragon Ball Z: Supersonic Warriors 2" "DS" "2005" "Fighting" 0.14 0.02 0.32 0.02 0.5
"3962" "Avatar: The Last Airbender" "GC" "2006" "Adventure" 0.39 0.1 0 0.01 0.5
"3963" "Blue's Clues: Blue's Big Musical" "PS" "2001" "Misc" 0.28 0.19 0 0.03 0.5
"3964" "The Mummy Returns" "PS2" "2001" "Action" 0.25 0.19 0 0.06 0.5
"3965" "Hitman: Blood Money" "PS2" "2006" "Action" 0.25 0.19 0 0.06 0.5
"3966" "Disney Sing It" "PS2" "2008" "Misc" 0.25 0.19 0 0.06 0.5
"3968" "Activision Anthology" "PS2" "2002" "Misc" 0.25 0.19 0 0.06 0.5
"3969" "Crash: Mind Over Mutant" "PS2" "2008" "Platform" 0.25 0.19 0 0.06 0.5
"3970" "WWE 2K16" "X360" "2015" "Sports" 0.27 0.19 0 0.04 0.5
"3971" "LEGO The Hobbit" "X360" "2014" "Action" 0.2 0.26 0 0.04 0.5
"3972" "Babysitting Mama" "Wii" "2010" "Simulation" 0.34 0.12 0 0.04 0.5
"3973" "Boogie" "Wii" "2007" "Misc" 0.43 0.03 0 0.04 0.5
"3974" "Theatrhythm: Final Fantasy" "3DS" "2012" "Misc" 0.22 0.07 0.18 0.02 0.5
"3975" "Bleach: Soul Resurreccion" "PS3" "2011" "Fighting" 0.27 0.11 0.07 0.05 0.5
"3976" "Madden NFL 07" "Wii" "2006" "Sports" 0.46 0 0 0.04 0.5
"3977" "Rugrats in Paris: The Movie" "N64" "2000" "Action" 0.4 0.09 0 0.01 0.5
"3978" "Dance Dance Revolution Universe 2" "X360" "2007" "Simulation" 0.46 0.01 0 0.04 0.5
"3979" "Star Wars: Jedi Starfighter" "PS2" "2002" "Simulation" 0.24 0.19 0 0.06 0.5
"3980" "Tactics Ogre: The Knight of Lodis" "GBA" "2001" "Role-Playing" 0.13 0.05 0.31 0.01 0.5
"3981" "Fortune Street" "Wii" "2011" "Misc" 0.27 0.04 0.17 0.02 0.5
"3982" "Super Robot Taisen MX" "PS2" "2004" "Strategy" 0 0 0.5 0 0.5
"3983" "Alice in Wonderland" "DS" "2010" "Adventure" 0.27 0.18 0 0.05 0.5
"3984" "NBA Street Homecourt" "X360" "2007" "Sports" 0.45 0.01 0 0.04 0.5
"3985" "Spider-Man 2" "DS" "2004" "Action" 0.41 0.02 0.03 0.04 0.5
"3986" "Bases Loaded '96: Double Header" "PS" "1995" "Sports" 0.28 0.19 0 0.03 0.5
"3987" "Dead or Alive Ultimate" "XB" "2004" "Fighting" 0.3 0.1 0.08 0.02 0.5
"3988" "RPG Maker" "PS" "1997" "Role-Playing" 0.11 0.07 0.29 0.03 0.5
"3989" "FIFA 14" "PSV" "2013" "Sports" 0.11 0.25 0.01 0.13 0.5
"3990" "Star Wars: Clone Wars" "PS2" "2002" "Shooter" 0.24 0.19 0 0.06 0.5
"3991" "The Saboteur" "PS3" "2009" "Action" 0.2 0.22 0 0.08 0.5
"3992" "The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies" "PS2" "2004" "Action" 0.24 0.19 0 0.06 0.5
"3993" "Metal Gear Rising: Revengeance" "X360" "2013" "Action" 0.29 0.16 0 0.04 0.5
"3994" "Madden NFL 11" "PS2" "2010" "Sports" 0.41 0.02 0 0.07 0.5
"3995" "Major League Baseball 2K12" "X360" "2012" "Sports" 0.47 0 0 0.03 0.5
"3996" "Alien: Isolation" "XOne" "2014" "Shooter" 0.22 0.24 0 0.04 0.5
"3997" "The Price is Right" "DS" "2008" "Misc" 0.46 0 0 0.04 0.5
"3998" "Monster Hunter" "PS2" "2004" "Role-Playing" 0.11 0.08 0.28 0.03 0.5
